referrer,views_total,views_unique
Google,115,39
psc.edu,57,24
github.com,16,8
meatwiki.nii.ac.jp,12,1
DuckDuckGo,6,2
cve.mitre.org,3,3
nvd.nist.gov,3,2
perplexity.ai,3,1
solaris4you.dk,2,1
Bing,2,1
