time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-06 00:00:00+00:00,3,3,69,20
2024-02-07 00:00:00+00:00,7,6,38,9
2024-02-08 00:00:00+00:00,7,6,30,14
2024-02-09 00:00:00+00:00,3,3,18,9
2024-02-10 00:00:00+00:00,5,5,21,7
2024-02-11 00:00:00+00:00,5,4,22,8
2024-02-12 00:00:00+00:00,5,5,17,9
2024-02-13 00:00:00+00:00,6,4,40,9
2024-02-14 00:00:00+00:00,11,9,17,9
2024-02-15 00:00:00+00:00,2,2,12,9
2024-02-16 00:00:00+00:00,5,4,41,13
2024-02-17 00:00:00+00:00,2,2,11,6
2024-02-18 00:00:00+00:00,1,1,7,6
2024-02-19 00:00:00+00:00,5,4,66,14
