referrer,views_total,views_unique
Google,104,40
psc.edu,58,29
github.com,26,12
meatwiki.nii.ac.jp,17,3
Bing,13,6
nvd.nist.gov,12,8
cve.mitre.org,10,6
cve.org,7,4
DuckDuckGo,5,3
us.search.yahoo.com,5,1
