referrer,views_total,views_unique
cve.mitre.org,104,82
Google,92,44
psc.edu,66,29
nvd.nist.gov,65,45
cve.org,52,47
github.com,43,23
avd.aliyun.com,17,16
DuckDuckGo,16,6
meatwiki.nii.ac.jp,16,3
cvedetails.com,14,12
