referrer,views_total,views_unique
Google,180,40
psc.edu,54,24
github.com,41,16
meatwiki.nii.ac.jp,14,3
statics.teams.cdn.office.net,6,4
DuckDuckGo,5,3
cn.bing.com,4,2
search.brave.com,4,1
forum.proxmox.com,2,1
intranet.imprivata.com,2,1
