referrer,views_total,views_unique
Google,41,25
psc.edu,35,24
github.com,12,4
gateway.zscalertwo.net,3,1
DuckDuckGo,3,1
Bing,2,2
nvd.nist.gov,1,1
forums.gentoo.org,1,1
