referrer,views_total,views_unique
Google,57,32
psc.edu,31,17
DuckDuckGo,9,3
github.com,3,2
Bing,2,2
news.ycombinator.com,2,2
search.brave.com,2,2
daakghar.iucaa.in,1,1
marc.info,1,1
qwant.com,1,1
