referrer,views_total,views_unique
Google,54,29
psc.edu,32,19
github.com,8,5
DuckDuckGo,6,1
cvedetails.com,3,1
search.brave.com,3,1
Bing,2,1
cve.org,1,1
groups.io,1,1
cn.bing.com,1,1
