time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-22 00:00:00+00:00,149,8,52,21
2024-02-23 00:00:00+00:00,97,7,22,8
2024-02-24 00:00:00+00:00,2,2,2,2
2024-02-25 00:00:00+00:00,5,4,5,3
2024-02-26 00:00:00+00:00,10,9,14,6
2024-02-27 00:00:00+00:00,5,5,31,14
2024-02-28 00:00:00+00:00,11,8,17,8
2024-02-29 00:00:00+00:00,3,3,33,14
2024-03-01 00:00:00+00:00,4,4,16,11
2024-03-02 00:00:00+00:00,1,1,3,1
2024-03-03 00:00:00+00:00,1,1,16,2
2024-03-04 00:00:00+00:00,11,6,16,9
2024-03-05 00:00:00+00:00,4,3,19,9
2024-03-06 00:00:00+00:00,4,2,29,10
