referrer,views_total,views_unique
Google,36,22
github.com,7,6
psc.edu,5,3
nvd.nist.gov,2,2
codeops.digiscrypt.com,2,1
forum.proxmox.com,2,1
forums.somethingawful.com,2,1
Baidu,1,1
Bing,1,1
DuckDuckGo,1,1
