time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-18 00:00:00+00:00,401,31,29,18
2025-09-19 00:00:00+00:00,354,31,20,12
2025-09-20 00:00:00+00:00,183,15,8,6
2025-09-21 00:00:00+00:00,12,12,9,6
2025-09-22 00:00:00+00:00,364,34,11,9
2025-09-23 00:00:00+00:00,15,15,20,12
2025-09-24 00:00:00+00:00,7,7,15,13
2025-09-25 00:00:00+00:00,25,17,21,8
2025-09-26 00:00:00+00:00,23,14,19,11
2025-09-27 00:00:00+00:00,9,9,44,39
2025-09-28 00:00:00+00:00,10,9,48,31
2025-09-29 00:00:00+00:00,274,26,18,14
2025-09-30 00:00:00+00:00,376,33,27,24
2025-10-01 00:00:00+00:00,42,12,20,20
