referrer,views_total,views_unique
Google,174,40
psc.edu,54,26
github.com,30,12
meatwiki.nii.ac.jp,14,3
DuckDuckGo,5,3
cn.bing.com,4,2
search.brave.com,4,1
Bing,3,2
solaris4you.dk,2,1
intranet.imprivata.com,2,1
