referrer,views_total,views_unique
Google,59,29
github.com,26,9
psc.edu,15,11
DuckDuckGo,14,6
news.ycombinator.com,4,3
statics.teams.cdn.office.net,4,2
Bing,3,3
lwn.net,2,2
ti.qianxin.com,2,1
search.brave.com,1,1
