referrer,views_total,views_unique
Google,67,24
psc.edu,52,24
github.com,13,5
Bing,3,3
nvd.nist.gov,3,3
statics.teams.cdn.office.net,1,1
DuckDuckGo,1,1
news.ycombinator.com,1,1
yandex.ru,1,1
cve.mitre.org,1,1
