referrer,views_total,views_unique
Google,48,27
github.com,26,16
psc.edu,13,9
yandex.ru,7,2
teams.public.onecdn.static.microsoft,5,3
com.linkedin.android,5,1
news.ycombinator.com,4,4
DuckDuckGo,3,3
search.brave.com,2,1
allanjude.com,1,1
