referrer,views_total,views_unique
Google,77,41
psc.edu,43,21
github.com,22,8
meatwiki.nii.ac.jp,13,2
oss-fuzz.com,7,2
news.ycombinator.com,5,4
com.google.android.gm,4,1
DuckDuckGo,1,1
Baidu,1,1
Bing,1,1
