referrer,views_total,views_unique
Google,135,40
psc.edu,40,21
meatwiki.nii.ac.jp,17,1
github.com,16,8
DuckDuckGo,6,2
nvd.nist.gov,4,3
cve.mitre.org,4,3
cve.org,2,2
solaris4you.dk,2,1
Bing,2,1
