referrer,views_total,views_unique
Google,143,35
psc.edu,127,39
github.com,37,6
statics.teams.cdn.office.net,17,3
Bing,11,1
figshare.com,9,1
StartPage,4,1
search.brave.com,2,2
meatwiki.nii.ac.jp,1,1
m.baidu.com,1,1
