referrer,views_total,views_unique
Google,81,35
psc.edu,29,14
DuckDuckGo,20,8
github.com,17,7
news.ycombinator.com,8,4
Bing,3,2
statics.teams.cdn.office.net,2,1
search.brave.com,1,1
