time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,,,23,11
2024-10-15 00:00:00+00:00,1.0,1.0,22,11
2024-10-16 00:00:00+00:00,3.0,3.0,91,20
2024-10-17 00:00:00+00:00,,,30,12
2024-10-18 00:00:00+00:00,8.0,6.0,11,8
2024-10-19 00:00:00+00:00,2.0,2.0,12,3
2024-10-20 00:00:00+00:00,,,16,8
2024-10-21 00:00:00+00:00,,,32,14
2024-10-22 00:00:00+00:00,1.0,1.0,35,15
2024-10-23 00:00:00+00:00,1.0,1.0,32,16
2024-10-24 00:00:00+00:00,3.0,2.0,30,12
2024-10-25 00:00:00+00:00,2.0,2.0,18,12
2024-10-26 00:00:00+00:00,1.0,1.0,1,1
2024-10-27 00:00:00+00:00,,,7,6
