referrer,views_total,views_unique
Google,67,29
psc.edu,57,20
github.com,24,10
meatwiki.nii.ac.jp,13,2
news.ycombinator.com,8,5
Bing,5,3
DuckDuckGo,2,2
nvd.nist.gov,1,1
