referrer,views_total,views_unique
Google,48,24
github.com,31,17
psc.edu,12,6
teams.public.onecdn.static.microsoft,6,4
yandex.ru,6,1
DuckDuckGo,4,2
news.ycombinator.com,3,3
kagi.com,1,1
lnkd.in,1,1
