referrer,views_total,views_unique
Google,61,34
psc.edu,29,24
github.com,9,2
DuckDuckGo,4,3
search.brave.com,3,1
forum.proxmox.com,2,2
nvd.nist.gov,2,2
news.ycombinator.com,2,1
qwant.com,1,1
StartPage,1,1
