time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-17 00:00:00+00:00,235,49,55,21
2026-08-18 00:00:00+00:00,71,24,26,21
2026-08-19 00:00:00+00:00,78,27,11,9
2026-08-20 00:00:00+00:00,126,29,16,11
2026-08-21 00:00:00+00:00,79,25,18,14
2026-08-22 00:00:00+00:00,75,30,4,4
2026-08-23 00:00:00+00:00,64,20,7,7
2026-08-24 00:00:00+00:00,97,30,12,11
2026-08-25 00:00:00+00:00,67,21,19,15
2026-08-26 00:00:00+00:00,66,24,16,6
2026-08-27 00:00:00+00:00,75,26,11,10
2026-08-28 00:00:00+00:00,73,29,20,11
2026-08-29 00:00:00+00:00,67,26,10,7
2026-08-30 00:00:00+00:00,67,28,10,9
