time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-02 00:00:00+00:00,47,17,17,9
2025-12-03 00:00:00+00:00,123,32,24,8
2025-12-04 00:00:00+00:00,14,10,8,6
2025-12-05 00:00:00+00:00,10,10,10,9
2025-12-06 00:00:00+00:00,16,11,13,11
2025-12-07 00:00:00+00:00,17,13,21,5
2025-12-08 00:00:00+00:00,22,17,45,16
2025-12-09 00:00:00+00:00,22,15,21,13
2025-12-10 00:00:00+00:00,24,14,10,7
2025-12-11 00:00:00+00:00,31,25,55,17
2025-12-12 00:00:00+00:00,24,16,26,15
2025-12-13 00:00:00+00:00,20,11,10,5
2025-12-14 00:00:00+00:00,24,16,11,5
2025-12-15 00:00:00+00:00,10,10,11,9
