referrer,views_total,views_unique
Google,89,46
psc.edu,71,19
meatwiki.nii.ac.jp,16,3
cn.bing.com,11,3
Bing,8,2
news.ycombinator.com,7,6
github.com,6,5
DuckDuckGo,5,3
l.workplace.com,3,1
yandex.ru,2,1
