referrer,views_total,views_unique
Google,174,40
psc.edu,51,22
github.com,31,13
meatwiki.nii.ac.jp,14,3
statics.teams.cdn.office.net,6,4
DuckDuckGo,5,3
cn.bing.com,4,2
search.brave.com,4,1
Bing,3,2
forum.proxmox.com,2,1
