time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-26 00:00:00+00:00,22,16,9,2
2025-07-27 00:00:00+00:00,50,43,9,6
2025-07-28 00:00:00+00:00,1902,333,37,21
2025-07-29 00:00:00+00:00,2472,458,20,10
2025-07-30 00:00:00+00:00,1595,292,15,14
2025-07-31 00:00:00+00:00,15,9,24,9
2025-08-01 00:00:00+00:00,103,15,14,7
2025-08-02 00:00:00+00:00,17,10,12,7
2025-08-03 00:00:00+00:00,13,7,4,4
2025-08-04 00:00:00+00:00,111,17,17,8
2025-08-05 00:00:00+00:00,14,8,21,13
2025-08-06 00:00:00+00:00,14,8,26,14
2025-08-07 00:00:00+00:00,18,11,15,7
2025-08-08 00:00:00+00:00,7,7,36,13
