referrer,views_total,views_unique
Google,84,37
psc.edu,53,30
github.com,17,9
DuckDuckGo,4,4
news.ycombinator.com,3,3
search.brave.com,3,2
solaris4you.dk,3,1
ecosia.org,3,1
avd.aliyun.com,3,1
jira.imprivata.com,2,2
