referrer,views_total,views_unique
psc.edu,55,24
Google,53,26
github.com,41,8
Bing,19,3
meatwiki.nii.ac.jp,16,3
cn.bing.com,2,2
cve.mitre.org,1,1
search.brave.com,1,1
