referrer,views_total,views_unique
Google,101,40
psc.edu,45,20
github.com,27,13
nvd.nist.gov,17,13
cve.mitre.org,17,11
cve.org,13,10
Bing,10,6
meatwiki.nii.ac.jp,9,2
DuckDuckGo,7,3
cnnvd.org.cn,6,5
