time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-12 00:00:00+00:00,9,9,35,22
2025-03-13 00:00:00+00:00,9,8,42,19
2025-03-14 00:00:00+00:00,17,14,32,16
2025-03-15 00:00:00+00:00,14,11,24,12
2025-03-16 00:00:00+00:00,9,6,8,6
2025-03-17 00:00:00+00:00,24,17,21,16
2025-03-18 00:00:00+00:00,8,8,31,14
2025-03-19 00:00:00+00:00,94,16,40,12
2025-03-20 00:00:00+00:00,21,14,40,16
2025-03-21 00:00:00+00:00,17,14,32,18
2025-03-22 00:00:00+00:00,13,9,9,5
2025-03-23 00:00:00+00:00,10,8,5,4
2025-03-24 00:00:00+00:00,15,11,37,18
2025-03-25 00:00:00+00:00,15,9,20,10
