referrer,views_total,views_unique
Google,91,25
psc.edu,61,37
meatwiki.nii.ac.jp,36,4
github.com,20,6
DuckDuckGo,5,3
Bing,4,1
presearch.com,1,1
nvd.nist.gov,1,1
search.brave.com,1,1
forum.armbian.com,1,1
