referrer,views_total,views_unique
Google,100,37
github.com,38,8
psc.edu,27,20
meatwiki.nii.ac.jp,23,3
com.google.android.gm,3,1
nvd.nist.gov,2,1
Bing,2,1
onworks.net,1,1
cn.bing.com,1,1
copilot.microsoft.com,1,1
