referrer,views_total,views_unique
Google,103,31
psc.edu,97,36
meatwiki.nii.ac.jp,17,4
github.com,5,5
DuckDuckGo,2,1
nvd.nist.gov,1,1
cve.org,1,1
search.brave.com,1,1
