referrer,views_total,views_unique
psc.edu,34,21
Google,29,21
jiraeai.ms.com,10,3
news.ycombinator.com,5,3
DuckDuckGo,3,3
github.com,3,3
statics.teams.cdn.office.net,2,1
Bing,2,1
gateway.zscalertwo.net,1,1
yandex.com,1,1
