time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-01 00:00:00+00:00,2.0,1.0,30,7
2024-09-02 00:00:00+00:00,1.0,1.0,24,16
2024-09-03 00:00:00+00:00,2.0,2.0,30,19
2024-09-04 00:00:00+00:00,1.0,1.0,26,16
2024-09-05 00:00:00+00:00,154.0,5.0,19,10
2024-09-06 00:00:00+00:00,11.0,5.0,11,8
2024-09-07 00:00:00+00:00,1.0,1.0,7,2
2024-09-08 00:00:00+00:00,,,4,3
2024-09-09 00:00:00+00:00,,,15,9
2024-09-10 00:00:00+00:00,4.0,3.0,10,7
2024-09-11 00:00:00+00:00,1.0,1.0,25,13
2024-09-12 00:00:00+00:00,9.0,6.0,14,5
2024-09-13 00:00:00+00:00,175.0,8.0,41,18
2024-09-14 00:00:00+00:00,1.0,1.0,12,9
