referrer,views_total,views_unique
Google,43,23
psc.edu,35,21
github.com,13,4
meatwiki.nii.ac.jp,13,3
cn.bing.com,3,1
attackerkb.com,1,1
DuckDuckGo,1,1
search.brave.com,1,1
