referrer,views_total,views_unique
Google,94,38
psc.edu,61,26
meatwiki.nii.ac.jp,9,3
github.com,8,5
oss-fuzz.com,7,2
DuckDuckGo,6,3
Bing,4,3
cn.bing.com,4,2
com.google.android.gm,4,1
solaris4you.dk,2,1
