referrer,views_total,views_unique
Google,50,23
psc.edu,33,22
DuckDuckGo,12,4
meatwiki.nii.ac.jp,12,3
github.com,7,3
code.google.com,4,1
Bing,4,1
Baidu,1,1
search.brave.com,1,1
nvd.nist.gov,1,1
