referrer,views_total,views_unique
psc.edu,173,36
Google,68,20
meatwiki.nii.ac.jp,22,3
github.com,15,5
DuckDuckGo,11,4
nvd.nist.gov,5,2
kagi.com,5,1
pcvogel.sarakura.net,2,1
Bing,2,1
com.google.android.gm,1,1
