time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-28 00:00:00+00:00,23,13,8,6
2026-03-01 00:00:00+00:00,23,14,11,9
2026-03-02 00:00:00+00:00,17,12,13,7
2026-03-03 00:00:00+00:00,17,10,23,13
2026-03-04 00:00:00+00:00,18,8,10,7
2026-03-05 00:00:00+00:00,18,13,11,9
2026-03-06 00:00:00+00:00,17,13,16,11
2026-03-07 00:00:00+00:00,18,13,5,4
2026-03-08 00:00:00+00:00,14,10,8,5
2026-03-09 00:00:00+00:00,18,15,8,6
2026-03-10 00:00:00+00:00,16,12,18,8
2026-03-11 00:00:00+00:00,15,11,12,7
2026-03-12 00:00:00+00:00,22,14,10,5
2026-03-13 00:00:00+00:00,15,11,18,16
