referrer,views_total,views_unique
Google,60,30
psc.edu,50,19
github.com,17,11
Bing,5,4
lists.mindrot.org,5,2
packetpushers.net,4,4
DuckDuckGo,3,2
lwn.net,2,2
search.brave.com,2,2
chatgpt.com,1,1
