referrer,views_total,views_unique
psc.edu,87,39
Google,44,20
meatwiki.nii.ac.jp,29,3
github.com,12,8
DuckDuckGo,5,5
chat.openai.com,2,1
com.google.android.gm,1,1
search.brave.com,1,1
mail.google.com,1,1
