referrer,views_total,views_unique
Google,53,24
psc.edu,25,16
github.com,20,7
DuckDuckGo,12,1
news.ycombinator.com,3,2
Bing,2,2
lwn.net,2,2
statics.teams.cdn.office.net,2,1
nvd.nist.gov,1,1
openwebui.mircybernetics.lan,1,1
