referrer,views_total,views_unique
Google,62,34
psc.edu,38,20
github.com,9,6
Bing,3,2
cvedetails.com,3,1
search.brave.com,3,1
cve.org,1,1
news.ycombinator.com,1,1
groups.io,1,1
