referrer,views_total,views_unique
Google,54,35
psc.edu,53,27
github.com,10,4
statics.teams.cdn.office.net,2,2
yandex.ru,2,1
cnnvd.org.cn,1,1
Bing,1,1
search.brave.com,1,1
facebook.com,1,1
news.ycombinator.com,1,1
