referrer,views_total,views_unique
Google,62,33
psc.edu,48,27
cn.bing.com,32,5
news.ycombinator.com,9,6
Bing,7,3
github.com,4,3
meatwiki.nii.ac.jp,4,1
l.workplace.com,3,1
yandex.ru,2,1
forum.proxmox.com,1,1
