referrer,views_total,views_unique
Google,107,38
psc.edu,68,30
meatwiki.nii.ac.jp,20,2
Bing,19,1
github.com,11,5
news.ycombinator.com,3,2
perplexity.ai,3,1
cve.mitre.org,2,2
solaris4you.dk,2,1
avd.aliyun.com,1,1
