referrer,views_total,views_unique
Google,66,36
psc.edu,52,27
aws.predictiveresponse.net,26,24
github.com,10,6
DuckDuckGo,2,1
news.ycombinator.com,2,1
cnnvd.org.cn,1,1
search.brave.com,1,1
chatgpt.com,1,1
com.google.android.gm,1,1
