referrer,views_total,views_unique
Google,90,45
psc.edu,54,30
github.com,40,7
meatwiki.nii.ac.jp,18,2
Bing,9,2
forum.proxmox.com,7,6
cn.bing.com,2,2
search.brave.com,2,2
copilot.microsoft.com,1,1
DuckDuckGo,1,1
