time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,111,38,4,4
2026-05-09 00:00:00+00:00,123,58,3,3
2026-05-10 00:00:00+00:00,96,35,6,4
2026-05-11 00:00:00+00:00,111,41,6,6
2026-05-12 00:00:00+00:00,156,36,10,6
2026-05-13 00:00:00+00:00,80,26,8,7
2026-05-14 00:00:00+00:00,97,33,10,6
2026-05-15 00:00:00+00:00,100,39,24,7
2026-05-16 00:00:00+00:00,113,45,13,5
2026-05-17 00:00:00+00:00,77,32,23,9
2026-05-18 00:00:00+00:00,95,34,21,9
2026-05-19 00:00:00+00:00,101,45,32,6
2026-05-20 00:00:00+00:00,451,52,4,3
2026-05-21 00:00:00+00:00,88,38,9,5
