time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-19 00:00:00+00:00,14,7,49,21
2024-04-20 00:00:00+00:00,133,9,94,60
2024-04-21 00:00:00+00:00,29,8,12,5
2024-04-22 00:00:00+00:00,147,9,58,11
2024-04-23 00:00:00+00:00,8,7,46,12
2024-04-24 00:00:00+00:00,75,7,18,7
2024-04-25 00:00:00+00:00,23,19,36,14
2024-04-26 00:00:00+00:00,174,9,14,7
2024-04-27 00:00:00+00:00,5,5,5,2
2024-04-28 00:00:00+00:00,8,8,16,7
2024-04-29 00:00:00+00:00,11,9,13,9
2024-04-30 00:00:00+00:00,121,11,35,7
2024-05-01 00:00:00+00:00,42,10,26,10
2024-05-02 00:00:00+00:00,7,6,19,8
