time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,17,13,2,1
2026-01-02 00:00:00+00:00,13,10,10,7
2026-01-03 00:00:00+00:00,15,10,16,4
2026-01-04 00:00:00+00:00,22,14,28,13
2026-01-05 00:00:00+00:00,14,10,23,12
2026-01-06 00:00:00+00:00,22,14,21,12
2026-01-07 00:00:00+00:00,14,11,19,8
2026-01-08 00:00:00+00:00,10,10,14,10
2026-01-09 00:00:00+00:00,20,12,22,11
2026-01-10 00:00:00+00:00,1008,13,18,10
2026-01-11 00:00:00+00:00,26,14,8,6
2026-01-12 00:00:00+00:00,293,10,20,15
2026-01-13 00:00:00+00:00,10,10,12,6
2026-01-14 00:00:00+00:00,21,11,8,7
