referrer,views_total,views_unique
psc.edu,65,31
Google,57,35
github.com,11,5
chatgpt.com,2,2
cnnvd.org.cn,1,1
aws.predictiveresponse.net,1,1
Bing,1,1
search.brave.com,1,1
