referrer,views_total,views_unique
psc.edu,87,37
Google,68,42
news.ycombinator.com,35,31
github.com,23,11
packetpushers.net,14,13
DuckDuckGo,7,5
lists.mindrot.org,5,2
search.brave.com,4,2
Bing,3,2
lwn.net,2,2
