referrer,views_total,views_unique
Google,71,38
psc.edu,56,27
github.com,8,6
cn.bing.com,6,1
news.ycombinator.com,5,5
DuckDuckGo,3,2
perplexity.ai,3,1
search.brave.com,2,2
pcvogel.sarakura.net,1,1
