referrer,views_total,views_unique
Google,42,27
psc.edu,37,16
DuckDuckGo,11,5
lwn.net,7,7
github.com,7,3
news.ycombinator.com,6,5
Bing,5,1
github.airbus.corp,2,2
nvd.nist.gov,2,2
statics.teams.cdn.office.net,2,2
