referrer,views_total,views_unique
Google,117,41
psc.edu,70,31
Bing,19,1
meatwiki.nii.ac.jp,17,2
github.com,16,8
news.ycombinator.com,3,2
nvd.nist.gov,3,2
perplexity.ai,3,1
cve.mitre.org,2,2
solaris4you.dk,2,1
