referrer,views_total,views_unique
Google,70,31
psc.edu,13,8
github.com,13,7
DuckDuckGo,7,5
teams.public.onecdn.static.microsoft,4,2
Baidu,1,1
Bing,1,1
cve.org,1,1
news.ycombinator.com,1,1
