time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-09 00:00:00+00:00,18,15,8,6
2026-03-10 00:00:00+00:00,16,12,18,8
2026-03-11 00:00:00+00:00,15,11,12,7
2026-03-12 00:00:00+00:00,22,14,10,5
2026-03-13 00:00:00+00:00,15,11,18,16
2026-03-14 00:00:00+00:00,21,14,4,4
2026-03-15 00:00:00+00:00,15,11,31,7
2026-03-16 00:00:00+00:00,34,20,16,9
2026-03-17 00:00:00+00:00,12,12,17,10
2026-03-18 00:00:00+00:00,14,10,24,16
2026-03-19 00:00:00+00:00,19,11,32,16
2026-03-20 00:00:00+00:00,14,9,19,8
2026-03-21 00:00:00+00:00,22,12,0,0
2026-03-22 00:00:00+00:00,17,12,7,6
