referrer,views_total,views_unique
Google,79,34
psc.edu,51,28
github.com,17,9
news.ycombinator.com,6,4
DuckDuckGo,3,3
search.brave.com,3,2
solaris4you.dk,3,1
ecosia.org,3,1
avd.aliyun.com,3,1
jira.imprivata.com,2,2
