time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-14 00:00:00+00:00,63,9,6,5
2025-08-15 00:00:00+00:00,24,15,13,7
2025-08-16 00:00:00+00:00,16,10,1,1
2025-08-17 00:00:00+00:00,16,10,12,5
2025-08-18 00:00:00+00:00,109,17,7,6
2025-08-19 00:00:00+00:00,17,11,30,6
2025-08-20 00:00:00+00:00,16,10,31,5
2025-08-21 00:00:00+00:00,15,8,21,11
2025-08-22 00:00:00+00:00,24,16,48,13
2025-08-23 00:00:00+00:00,15,9,4,3
2025-08-24 00:00:00+00:00,17,11,3,3
2025-08-25 00:00:00+00:00,17,9,10,8
2025-08-26 00:00:00+00:00,16,10,57,7
2025-08-27 00:00:00+00:00,5,5,28,12
