time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-11 00:00:00+00:00,6.0,5.0,46,7
2024-06-12 00:00:00+00:00,13.0,6.0,18,9
2024-06-13 00:00:00+00:00,5.0,5.0,18,6
2024-06-14 00:00:00+00:00,4.0,4.0,15,8
2024-06-15 00:00:00+00:00,4.0,3.0,18,6
2024-06-16 00:00:00+00:00,,,5,3
2024-06-17 00:00:00+00:00,5.0,5.0,10,9
2024-06-18 00:00:00+00:00,14.0,8.0,12,7
2024-06-19 00:00:00+00:00,6.0,5.0,60,9
2024-06-20 00:00:00+00:00,11.0,9.0,53,11
2024-06-21 00:00:00+00:00,7.0,6.0,12,8
2024-06-22 00:00:00+00:00,3.0,3.0,2,2
2024-06-23 00:00:00+00:00,2.0,2.0,4,4
2024-06-24 00:00:00+00:00,1.0,1.0,24,9
